Customer ID,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents
7821-DPRQE,Male,25,Yes,No,Yes,No,0
2001-EWBQU,Female,23,Yes,No,No,No,0
6695-AMZUF,Female,31,No,No,Yes,No,0
8410-BGQXN,Male,26,Yes,No,No,No,0
1619-YWUBB,Female,38,No,No,Yes,No,0
7611-YKYTC,Male,50,No,No,Yes,Yes,2
0365-GXEZS,Male,55,No,No,Yes,No,0
0082-OQIQY,Male,50,No,No,No,No,0
3606-SBKRY,Male,35,No,No,No,No,0
0667-NSRGI,Female,45,No,No,Yes,No,0
6893-ODYYE,Male,34,No,No,No,No,0
8242-JSVBO,Male,22,Yes,No,No,No,0
9541-ZPSEA,Male,25,Yes,No,Yes,Yes,3
1139-WUOAH,Male,33,No,No,No,No,0
4693-VWVBO,Female,60,No,No,No,No,0
6937-GCDGQ,Male,59,No,No,Yes,Yes,1
0988-JRWWP,Female,50,No,No,No,No,0
5075-JSDKI,Female,64,No,No,No,No,0
8644-XYTSV,Male,37,No,No,Yes,No,0
3873-WOSBC,Male,58,No,No,Yes,No,0
7465-ZZRVX,Male,63,No,No,No,No,0
7975-JMZNT,Male,19,Yes,No,Yes,No,0
7251-XFOIL,Female,60,No,No,No,No,0
4116-IQRFR,Male,55,No,No,Yes,Yes,2
8259-DZLIZ,Female,53,No,No,Yes,Yes,2
7853-WNZSY,Male,58,No,No,No,No,0
3120-FAZKD,Male,19,Yes,No,Yes,Yes,2
8606-OEGQZ,Female,45,No,No,No,Yes,2
0225-ZORZP,Male,46,No,No,No,No,0
9489-JMTTN,Female,41,No,No,Yes,Yes,1
0967-BMLBD,Female,37,No,No,Yes,Yes,1
2830-LEWOA,Male,37,No,No,Yes,Yes,1
5006-MXVRN,Female,23,Yes,No,No,No,0
8327-WKMIE,Male,36,No,No,No,No,0
6917-FIJHC,Female,60,No,No,Yes,No,0
7797-EJMDP,Female,34,No,No,No,No,0
3530-VWVGU,Female,27,Yes,No,Yes,Yes,2
6368-NWMCE,Female,61,No,No,No,No,0
3633-CDBUW,Male,25,Yes,No,No,Yes,1
3956-MGXOG,Female,62,No,No,No,No,0
9274-UARKJ,Female,60,No,No,No,No,0
4077-HWUYD,Male,59,No,No,Yes,Yes,3
0103-CSITQ,Female,20,Yes,No,Yes,No,0
8671-KKKOS,Female,50,No,No,Yes,No,0
7305-ZWMAJ,Male,45,No,No,Yes,No,0
6578-KRMAW,Male,22,Yes,No,No,No,0
4860-IJUDE,Male,34,No,No,No,No,0
9688-YGXVR,Female,35,No,No,No,No,0
1945-XISKS,Female,22,Yes,No,Yes,No,0
5360-LJCNJ,Female,37,No,No,Yes,No,0
2607-FBDFF,Male,32,No,No,No,No,0
1100-DDVRV,Male,27,Yes,No,Yes,No,0
6728-WYQBC,Male,52,No,No,No,No,0
7216-KAOID,Male,27,Yes,No,Yes,Yes,1
6145-NNPNO,Female,45,No,No,No,No,0
5339-TJFEK,Male,22,Yes,No,Yes,Yes,1
2074-GUHPQ,Female,37,No,No,No,Yes,2
4625-XMOYM,Female,37,No,No,Yes,Yes,1
5827-MWCZK,Male,39,No,No,Yes,Yes,3
1385-TQOZW,Female,32,No,No,No,No,0
5914-XRFQB,Male,58,No,No,Yes,No,0
4329-YPDDQ,Male,40,No,No,No,No,0
4804-NCPET,Male,32,No,No,Yes,Yes,3
5944-UGLLK,Male,62,No,No,No,No,0
7787-BNTZM,Male,56,No,No,No,No,0
2252-ISRNH,Male,22,Yes,No,Yes,Yes,3
9415-TPKRV,Female,62,No,No,Yes,Yes,3
5322-TEUJK,Female,45,No,No,Yes,Yes,3
1866-DIOQZ,Female,23,Yes,No,Yes,No,0
8375-KVTHK,Male,43,No,No,Yes,No,0
2697-NQBPF,Male,51,No,No,No,No,0
3709-OIJEA,Male,51,No,No,No,No,0
1386-ZIKUV,Male,42,No,No,No,No,0
0599-XNYDO,Female,51,No,No,Yes,No,0
6377-WHAOX,Female,48,No,No,Yes,No,0
6855-VLGOS,Male,51,No,No,Yes,Yes,1
8746-OQQRW,Male,64,No,No,No,No,0
3181-MIZBN,Male,40,No,No,Yes,Yes,1
7766-CLTIC,Female,58,No,No,No,No,0
5650-YLIBA,Male,60,No,No,No,No,0
0825-CPPQH,Female,26,Yes,No,Yes,No,0
9084-OAYKL,Male,29,Yes,No,No,No,0
6122-LJADA,Male,31,No,No,Yes,Yes,1
2400-XIWIO,Female,30,No,No,Yes,No,0
7569-NMZYQ,Female,33,No,No,Yes,Yes,3
5201-USSQZ,Female,56,No,No,Yes,No,0
2105-PHWON,Female,41,No,No,Yes,No,0
1494-EJZDW,Female,51,No,No,Yes,Yes,3
8003-EWNDZ,Female,52,No,No,No,No,0
1897-RCFUM,Female,31,No,No,Yes,Yes,2
9256-JTBNZ,Female,40,No,No,No,No,0
2211-RMNHO,Female,36,No,No,Yes,Yes,2
2432-TFSMK,Male,43,No,No,No,No,0
4929-ROART,Male,47,No,No,No,No,0
1834-ABKHQ,Female,59,No,No,Yes,Yes,2
1741-WTPON,Male,42,No,No,Yes,Yes,3
3932-IJWDZ,Male,51,No,No,No,No,0
1240-HCBOH,Female,45,No,No,No,No,0
3594-KADLU,Male,33,No,No,Yes,No,0
3796-ENZGF,Male,52,No,No,Yes,No,0
1734-ZMNTZ,Female,50,No,No,Yes,Yes,2
2853-CWQFQ,Male,20,Yes,No,No,Yes,1
0813-TAXXS,Male,48,No,No,No,No,0
2519-TWKFS,Male,34,No,No,Yes,Yes,1
0626-QXNGV,Female,55,No,No,Yes,No,0
6723-CEGQI,Female,33,No,No,No,Yes,2
4732-RRJZC,Male,31,No,No,Yes,Yes,1
9499-XPZXM,Female,45,No,No,Yes,No,0
4338-EYCER,Male,57,No,No,Yes,No,0
3007-FDPEA,Female,28,Yes,No,No,No,0
8513-OLYGY,Male,50,No,No,Yes,No,0
0311-QYWSS,Female,63,No,No,No,No,0
8705-DWKTI,Male,58,No,No,No,No,0
3680-CTHUH,Male,22,Yes,No,No,No,0
1202-KKGFU,Female,24,Yes,No,Yes,No,0
6112-KTHFQ,Female,50,No,No,No,No,0
1852-XEMDW,Male,20,Yes,No,No,No,0
1820-DJFPH,Female,59,No,No,Yes,Yes,3
9426-SXNHE,Female,23,Yes,No,No,No,0
9068-FHQHD,Female,42,No,No,Yes,Yes,3
1269-FOYWN,Male,23,Yes,No,Yes,Yes,3
9895-VFOXH,Female,19,Yes,No,No,No,0
1230-QAJDW,Male,32,No,No,No,No,0
5701-ZIKJE,Male,28,Yes,No,No,No,0
5032-MIYKT,Female,19,Yes,No,No,No,0
7396-VJUZB,Male,33,No,No,Yes,Yes,2
9717-QEBGU,Male,51,No,No,No,No,0
5172-RKOCB,Male,28,Yes,No,Yes,No,0
6509-TSGWN,Female,42,No,No,Yes,Yes,2
3178-CIFOT,Female,34,No,No,No,No,0
4530-NDRKU,Female,31,No,No,Yes,Yes,3
5985-TBABQ,Female,45,No,No,No,No,0
9800-ONTFE,Female,59,No,No,Yes,Yes,3
6743-HHQPF,Male,26,Yes,No,Yes,No,0
8455-HIRAQ,Female,56,No,No,No,No,0
6616-AALSR,Female,23,Yes,No,Yes,Yes,1
9415-ZNBSX,Female,30,No,No,Yes,Yes,1
4018-KJYUY,Male,43,No,No,No,Yes,2
3884-UEBXB,Female,58,No,No,Yes,Yes,1
8780-RSYYU,Female,42,No,No,No,No,0
5537-UXXVS,Female,49,No,No,Yes,No,0
1791-PQHBB,Female,28,Yes,No,No,Yes,2
8701-DGLVH,Male,36,No,No,No,No,0
8741-LQOBK,Female,27,Yes,No,Yes,Yes,2
8082-GHXOP,Male,20,Yes,No,No,Yes,1
0980-FEXWF,Male,32,No,No,Yes,Yes,1
3011-WQKSZ,Male,41,No,No,No,Yes,3
8218-FFJDS,Female,21,Yes,No,Yes,No,0
9360-OMDZZ,Male,60,No,No,No,No,0
0345-XMMUG,Female,29,Yes,No,Yes,No,0
2832-SCUCO,Female,52,No,No,No,No,0
7036-ZZKBD,Male,56,No,No,Yes,No,0
0265-PSUAE,Female,57,No,No,Yes,Yes,3
0463-TXOAK,Male,26,Yes,No,No,Yes,1
0594-UFTUL,Male,35,No,No,Yes,Yes,3
9509-MPYOD,Female,34,No,No,No,No,0
9128-CPXKI,Female,36,No,No,No,No,0
0129-KPTWJ,Male,39,No,No,Yes,No,0
5855-EIBDE,Female,35,No,No,Yes,No,0
5365-LLFYV,Female,43,No,No,No,No,0
1928-BXYIV,Male,47,No,No,No,No,0
5760-FXFVO,Male,55,No,No,No,No,0
0961-ZWLVI,Male,35,No,No,No,Yes,3
5181-OABFK,Female,59,No,No,Yes,Yes,3
7816-VGHTO,Female,61,No,No,Yes,Yes,2
5871-DGTXZ,Male,55,No,No,No,No,0
7550-WIQVA,Male,34,No,No,Yes,Yes,1
7544-ZVIKX,Male,33,No,No,Yes,Yes,2
0016-QLJIS,Female,43,No,No,Yes,Yes,1
7508-DQAKK,Female,21,Yes,No,No,No,0
5176-OLSKT,Female,49,No,No,Yes,No,0
9356-AXGMP,Male,59,No,No,Yes,No,0
3556-BVQGL,Female,21,Yes,No,Yes,No,0
7581-EBBOU,Female,49,No,No,No,No,0
5073-RZGBK,Female,50,No,No,Yes,Yes,3
2192-CKRLV,Female,57,No,No,Yes,No,0
3154-HMWUU,Male,28,Yes,No,Yes,No,0
6119-SPUDB,Male,40,No,No,No,No,0
6522-OIQSX,Female,60,No,No,Yes,Yes,3
8748-HFWBO,Male,49,No,No,Yes,Yes,3
1052-QJIBV,Female,28,Yes,No,Yes,Yes,2
1319-YLZJG,Male,62,No,No,Yes,No,0
0723-FDLAY,Male,54,No,No,No,No,0
3050-RLLXC,Female,51,No,No,Yes,Yes,2
9298-WGMRW,Female,26,Yes,No,Yes,No,0
3088-LHEFH,Female,28,Yes,No,No,No,0
8544-JNBOX,Male,31,No,No,No,No,0
6681-ZSEXG,Male,34,No,No,Yes,No,0
6116-RFVHN,Female,20,Yes,No,Yes,No,0
8884-FEEWR,Male,22,Yes,No,No,No,0
3125-RAHBV,Male,24,Yes,No,No,No,0
0373-AIVNJ,Male,34,No,No,No,No,0
1682-VCOIO,Male,56,No,No,No,No,0
2072-ZVJJX,Male,47,No,No,Yes,No,0
8849-AYPTR,Male,55,No,No,Yes,No,0
9518-IMLHK,Male,48,No,No,No,No,0
3646-ITDGM,Female,42,No,No,No,No,0
3569-VLDHH,Male,59,No,No,Yes,Yes,3
8224-KDLKN,Male,22,Yes,No,Yes,Yes,2
4001-TSBTV,Female,49,No,No,Yes,Yes,2
8727-XDPUD,Male,51,No,No,No,No,0
1043-UXOVO,Female,25,Yes,No,No,No,0
1064-FBXNK,Male,55,No,No,Yes,Yes,1
2878-DHMIN,Male,63,No,No,Yes,Yes,2
7762-ONLJY,Female,62,No,No,Yes,Yes,3
5795-BKOYE,Female,47,No,No,Yes,Yes,1
7402-PWYJJ,Female,21,Yes,No,Yes,No,0
0018-NYROU,Female,58,No,No,Yes,No,0
7501-VTYLJ,Female,21,Yes,No,No,Yes,1
7608-RGIRO,Male,62,No,No,No,Yes,1
0480-BIXDE,Female,58,No,No,Yes,No,0
5895-QSXOD,Male,42,No,No,No,No,0
9814-AOUDH,Male,29,Yes,No,No,No,0
6175-IRFIT,Male,32,No,No,No,No,0
1622-HSHSF,Female,44,No,No,No,No,0
6749-UTDVX,Male,64,No,No,No,No,0
5542-DHSXL,Female,36,No,No,Yes,No,0
9102-OXKFY,Male,35,No,No,No,No,0
7808-DVWEP,Male,51,No,No,Yes,No,0
2284-VFLKH,Male,23,Yes,No,Yes,No,0
0366-NQSHS,Male,42,No,No,No,No,0
3807-BPOMJ,Female,59,No,No,Yes,No,0
3892-NXAZG,Male,56,No,No,Yes,Yes,1
4182-BGSIQ,Female,46,No,No,Yes,Yes,1
0988-AADSA,Female,40,No,No,Yes,Yes,2
9972-NKTFD,Female,55,No,No,No,No,0
3717-LNXKW,Male,36,No,No,Yes,No,0
5734-EJKXG,Female,25,Yes,No,No,No,0
2207-RYYRL,Male,34,No,No,Yes,Yes,1
6729-FZWSY,Male,45,No,No,No,No,0
9695-IDRZR,Female,26,Yes,No,No,Yes,3
8144-DGHXP,Female,46,No,No,No,No,0
7814-LEEVE,Female,60,No,No,Yes,No,0
8631-WUXGY,Female,26,Yes,No,No,Yes,2
5906-DVAPM,Female,27,Yes,No,Yes,Yes,2
6654-QGBZZ,Female,21,Yes,No,No,No,0
5641-DMBFJ,Female,29,Yes,No,Yes,No,0
9200-NLNPD,Male,20,Yes,No,Yes,No,0
2664-XJZNO,Male,43,No,No,Yes,Yes,3
0921-OHLVP,Male,35,No,No,No,No,0
8350-NYMVI,Female,35,No,No,No,No,0
1600-DILPE,Female,47,No,No,No,No,0
0536-ESJEP,Male,48,No,No,Yes,No,0
4654-GGUII,Female,28,Yes,No,No,No,0
6478-HRRCZ,Male,47,No,No,Yes,No,0
8510-BBWMU,Female,40,No,No,No,No,0
6857-TKDJV,Male,60,No,No,Yes,Yes,2
2360-RDGRO,Male,48,No,No,Yes,No,0
0584-BJQGZ,Female,19,Yes,No,No,No,0
1360-XFJMR,Female,50,No,No,Yes,No,0
9058-MJLZC,Female,37,No,No,No,No,0
0902-XKXPN,Male,29,Yes,No,Yes,Yes,1
5177-RVZNU,Female,28,Yes,No,No,Yes,3
0056-EPFBG,Male,33,No,No,Yes,Yes,1
8993-IZEUX,Male,54,No,No,No,No,0
8190-ZTQFB,Male,50,No,No,No,No,0
0931-MHTEM,Female,36,No,No,No,No,0
0440-UEDAI,Female,59,No,No,No,No,0
1337-BOZWO,Male,25,Yes,No,Yes,Yes,2
0868-VJRDR,Male,61,No,No,Yes,No,0
6344-SFJVH,Female,41,No,No,No,No,0
3950-VPYJB,Male,37,No,No,Yes,Yes,3
7321-ZNSLA,Male,58,No,No,Yes,Yes,3
8727-JQFHV,Male,60,No,No,Yes,Yes,2
9475-NNDGC,Male,50,No,No,Yes,No,0
1355-KUSBG,Female,56,No,No,Yes,Yes,2
3688-FTHLT,Female,56,No,No,No,No,0
0899-LIIBW,Male,21,Yes,No,Yes,No,0
1384-RCUXW,Male,58,No,No,No,No,0
5825-XJOCM,Male,39,No,No,No,Yes,3
6848-YLDFR,Male,54,No,No,Yes,Yes,2
8125-QPFJD,Female,36,No,No,Yes,No,0
2320-YKQBO,Female,51,No,No,No,No,0
4973-RLZVI,Female,52,No,No,No,No,0
7869-ZYDST,Male,33,No,No,Yes,No,0
1215-EXRMO,Male,32,No,No,Yes,No,0
2305-MRGLV,Male,31,No,No,Yes,No,0
8404-VIOMB,Female,52,No,No,No,No,0
2359-KLTEK,Female,25,Yes,No,Yes,Yes,3
2673-ZALNP,Female,29,Yes,No,No,No,0
9184-GALIL,Female,26,Yes,No,Yes,Yes,2
4393-RYCRE,Male,25,Yes,No,No,No,0
9746-MDMBK,Male,58,No,No,Yes,Yes,1
3162-ZJZFU,Male,25,Yes,No,Yes,Yes,2
8404-GFGCZ,Male,49,No,No,Yes,No,0
3521-MNKLV,Male,25,Yes,No,No,No,0
2533-TIBIX,Male,59,No,No,Yes,Yes,2
5092-STPKP,Female,45,No,No,No,No,0
0114-PEGZZ,Female,39,No,No,No,No,0
3359-DSRKA,Female,48,No,No,Yes,Yes,3
8639-NHQEI,Female,26,Yes,No,Yes,Yes,3
7161-DFHUF,Female,55,No,No,Yes,No,0
3720-DBRWL,Male,20,Yes,No,Yes,No,0
4994-OBRSZ,Male,24,Yes,No,No,Yes,3
0562-FGDCR,Female,61,No,No,Yes,Yes,3
2436-QBZFP,Female,53,No,No,Yes,Yes,1
3420-YJLQT,Female,45,No,No,No,No,0
6040-CGACY,Female,48,No,No,No,No,0
6582-PLFUU,Male,40,No,No,Yes,Yes,1
8242-PDSGJ,Male,47,No,No,Yes,No,0
0264-CNITK,Female,45,No,No,Yes,Yes,2
0089-IIQKO,Female,35,No,No,Yes,Yes,3
7839-NUIAA,Female,27,Yes,No,Yes,Yes,1
6075-QMNRR,Female,33,No,No,No,No,0
5966-EMAZU,Male,27,Yes,No,Yes,No,0
0440-EKDCF,Male,47,No,No,Yes,No,0
4774-HHGGS,Male,64,No,No,Yes,No,0
8180-AKMJV,Female,27,Yes,No,No,No,0
4298-OYIFC,Male,59,No,No,Yes,No,0
5566-SOEZD,Male,47,No,No,Yes,Yes,3
9842-EFSYY,Female,31,No,No,No,Yes,3
2272-WUSPA,Female,48,No,No,Yes,No,0
0930-EHUZA,Female,33,No,No,No,No,0
9975-SKRNR,Male,24,Yes,No,No,No,0
4973-MGTON,Female,33,No,No,Yes,No,0
3682-YEUWS,Male,27,Yes,No,Yes,Yes,1
1223-UNPKS,Male,55,No,No,Yes,Yes,1
3446-QDSZF,Female,57,No,No,No,No,0
7379-FNIUJ,Male,49,No,No,No,No,0
1627-AFWVJ,Female,30,No,No,No,No,0
4486-EFAEB,Male,56,No,No,No,No,0
0060-FUALY,Female,60,No,No,Yes,No,0
6954-OOYZZ,Male,41,No,No,Yes,No,0
7088-FBAWU,Female,22,Yes,No,Yes,Yes,2
8313-AFGBW,Male,55,No,No,Yes,No,0
3097-IDVPU,Male,51,No,No,Yes,Yes,2
2303-PJYHN,Female,27,Yes,No,Yes,No,0
9795-VOWON,Male,23,Yes,No,No,No,0
1237-WIYYZ,Female,49,No,No,No,No,0
1987-AUELQ,Female,46,No,No,Yes,No,0
4822-LPTYJ,Male,38,No,No,Yes,No,0
8165-CBKXO,Male,35,No,No,Yes,Yes,3
6527-PZFPV,Male,19,Yes,No,Yes,Yes,2
9593-CVZKR,Female,20,Yes,No,Yes,Yes,2
5236-XMZJY,Female,27,Yes,No,No,No,0
4827-DPADN,Female,28,Yes,No,Yes,Yes,3
2694-CIUMO,Female,47,No,No,No,No,0
5846-ABOBJ,Male,24,Yes,No,Yes,No,0
1439-LCGVL,Female,42,No,No,Yes,No,0
0909-SDHNU,Female,33,No,No,No,Yes,2
4647-XXZAM,Female,41,No,No,Yes,Yes,1
7740-KKCXF,Male,61,No,No,Yes,No,0
5360-XGYAZ,Male,32,No,No,Yes,Yes,1
3557-HTYWR,Female,56,No,No,No,No,0
1699-TLDLZ,Female,44,No,No,Yes,Yes,2
5600-PDUJF,Male,60,No,No,No,No,0
0567-XRHCU,Female,19,Yes,No,Yes,Yes,1
2067-QYTCF,Female,41,No,No,Yes,No,0
7407-SUJIZ,Male,33,No,No,No,No,0
9150-KPBJQ,Female,43,No,No,No,No,0
0052-DCKON,Male,28,Yes,No,Yes,No,0
3654-ARMGP,Female,60,No,No,No,No,0
9367-TCUYN,Female,25,Yes,No,No,No,0
0708-SJDIS,Female,32,No,No,No,No,0
2073-QBVBI,Female,59,No,No,Yes,No,0
6928-ONTRW,Female,53,No,No,Yes,Yes,1
5231-FIQPA,Female,53,No,No,No,No,0
6617-WLBQC,Female,51,No,No,Yes,Yes,3
2599-CIPQE,Male,36,No,No,Yes,Yes,3
8774-GSBUN,Male,40,No,No,Yes,No,0
7326-RIGQZ,Male,48,No,No,Yes,Yes,3
1401-FTHFQ,Male,64,No,No,Yes,Yes,1
0254-FNMCI,Female,19,Yes,No,No,No,0
1848-LBZHY,Female,19,Yes,No,Yes,No,0
8118-TJAFG,Male,33,No,No,Yes,Yes,1
5429-LWCMV,Female,52,No,No,No,No,0
7298-IZWLY,Female,43,No,No,No,No,0
3955-JBZZM,Male,45,No,No,No,No,0
4815-TUMEQ,Female,25,Yes,No,No,No,0
9909-IDLEK,Male,32,No,No,Yes,Yes,3
4092-OFQZS,Male,27,Yes,No,Yes,No,0
1561-BWHIN,Male,33,No,No,Yes,Yes,1
9927-DSWDF,Male,53,No,No,Yes,No,0
9500-LTVBP,Female,63,No,No,No,No,0
7252-NTGSS,Female,43,No,No,No,No,0
8149-AIQCG,Male,43,No,No,No,No,0
0899-WZRSD,Male,31,No,No,No,No,0
3255-GRXMG,Male,58,No,No,No,Yes,2
4828-FAZPK,Female,30,No,No,Yes,Yes,2
6094-ZIVKX,Female,45,No,No,No,No,0
3262-EIDHV,Female,46,No,No,Yes,Yes,1
7354-OIJLX,Male,52,No,No,No,No,0
1376-HHBDV,Female,37,No,No,No,No,0
6133-OZILE,Female,45,No,No,No,No,0
7191-ADRGF,Male,63,No,No,Yes,No,0
5018-LXQQG,Female,47,No,No,Yes,Yes,2
6892-BOGQE,Female,44,No,No,Yes,No,0
1746-TGTWV,Male,32,No,No,Yes,No,0
8050-WYBND,Female,55,No,No,No,Yes,2
2821-WARNZ,Female,25,Yes,No,No,Yes,1
4879-GZLFH,Female,33,No,No,Yes,Yes,3
8314-HTWVE,Female,38,No,No,Yes,Yes,1
9402-ROUMJ,Female,52,No,No,Yes,Yes,3
2507-QZPQS,Male,24,Yes,No,No,No,0
7159-NOKYQ,Male,42,No,No,Yes,No,0
5707-ZMDJP,Male,61,No,No,Yes,Yes,2
8779-YIQQA,Male,38,No,No,Yes,Yes,1
7136-IHZJA,Female,30,No,No,Yes,Yes,2
8966-OIQHG,Female,49,No,No,Yes,Yes,2
7074-STDCN,Male,25,Yes,No,No,No,0
8739-QOTTN,Female,35,No,No,Yes,No,0
1399-OUPJN,Female,43,No,No,Yes,Yes,2
0277-BKSQP,Male,49,No,No,Yes,Yes,3
5774-XZTQC,Female,30,No,No,Yes,Yes,1
2676-SSLTO,Male,49,No,No,No,No,0
6266-QHOJZ,Female,47,No,No,No,No,0
7269-JISCY,Female,48,No,No,No,No,0
0363-SVHYR,Male,28,Yes,No,Yes,Yes,3
8547-NSBBO,Male,62,No,No,No,No,0
6591-QGOYB,Male,29,Yes,No,No,No,0
9070-BCKQP,Female,20,Yes,No,Yes,No,0
6421-SZVEM,Female,30,No,No,Yes,Yes,1
1328-EUZHC,Female,59,No,No,Yes,No,0
8878-RYUKI,Female,30,No,No,No,No,0
9633-DENPU,Female,53,No,No,Yes,No,0
7811-JIVPF,Female,44,No,No,No,No,0
7113-HIPFI,Male,59,No,No,Yes,Yes,2
8541-QVFKM,Female,22,Yes,No,No,No,0
9258-CNWAC,Female,23,Yes,No,Yes,Yes,2
6374-AFWOX,Male,23,Yes,No,Yes,No,0
5317-FLPJF,Female,25,Yes,No,No,No,0
7621-VPNET,Female,60,No,No,Yes,No,0
6034-YMTOB,Female,62,No,No,No,No,0
4903-CNOZC,Male,25,Yes,No,No,No,0
4353-HYOJD,Female,37,No,No,Yes,Yes,5
7267-FRMJW,Female,25,Yes,No,Yes,Yes,3
4188-FRABG,Male,36,No,No,Yes,No,0
0620-DLSLK,Female,47,No,No,No,No,0
3850-OKINF,Male,42,No,No,Yes,Yes,3
1156-ZFYDO,Female,57,No,No,No,No,0
5549-ZGHFB,Male,33,No,No,Yes,Yes,1
7577-SWIFR,Male,49,No,No,No,No,0
0303-WMMRN,Male,32,No,No,No,No,0
6408-OTUBZ,Female,44,No,No,No,No,0
5204-HMGYF,Female,32,No,No,Yes,Yes,2
3727-OVPRY,Male,32,No,No,Yes,Yes,3
3797-FKOGQ,Male,31,No,No,No,Yes,2
7622-NXQZR,Male,29,Yes,No,No,No,0
6196-HBOBZ,Male,31,No,No,Yes,No,0
3970-XGJDU,Female,45,No,No,No,No,0
7017-VFULY,Female,38,No,No,Yes,No,0
5562-YJQGT,Female,57,No,No,No,No,0
8807-OPMBM,Female,36,No,No,Yes,Yes,3
8294-UIMBA,Female,64,No,No,No,No,0
8109-YUOHE,Male,58,No,No,No,No,0
5840-NVDCG,Female,32,No,No,Yes,Yes,1
8092-NLTGF,Male,25,Yes,No,No,No,0
5928-QLDHB,Male,48,No,No,No,No,0
9840-EFJQB,Female,43,No,No,No,No,0
0696-UKTOX,Male,64,No,No,No,Yes,1
4801-KFYKL,Male,28,Yes,No,No,Yes,3
3472-OAOOR,Male,23,Yes,No,Yes,Yes,1
6135-OZQVA,Female,46,No,No,No,No,0
2252-JHJGE,Male,24,Yes,No,No,No,0
4188-PCPIG,Female,32,No,No,Yes,No,0
7105-BENQF,Male,31,No,No,No,Yes,3
7721-DVEKZ,Female,42,No,No,No,No,0
3566-VVORZ,Female,39,No,No,Yes,No,0
9507-HSMMZ,Male,48,No,No,No,No,0
2480-SQIOB,Male,40,No,No,Yes,Yes,2
7813-TKCVO,Female,23,Yes,No,Yes,No,0
0128-MKWSG,Female,51,No,No,No,Yes,2
4350-ZTLPI,Female,36,No,No,Yes,No,0
0361-HJRDX,Female,38,No,No,No,No,0
5727-MYATE,Male,64,No,No,Yes,Yes,2
3823-KYNQY,Male,61,No,No,No,No,0
7570-WELNY,Female,52,No,No,Yes,No,0
3021-VLNRJ,Female,25,Yes,No,No,Yes,2
6907-FLBER,Male,62,No,No,No,No,0
5982-PSMKW,Female,20,Yes,No,Yes,Yes,2
3507-GASNP,Male,49,No,No,No,Yes,2
7096-ZNBZI,Female,21,Yes,No,Yes,No,0
1676-MQAOA,Male,32,No,No,No,No,0
7566-DSRLQ,Female,54,No,No,Yes,No,0
7245-JMTTQ,Female,19,Yes,No,No,No,0
6050-IJRHS,Female,47,No,No,Yes,Yes,1
6202-JVYEU,Male,28,Yes,No,No,No,0
8591-TKMZH,Male,40,No,No,Yes,Yes,3
0734-OXWBT,Male,44,No,No,No,Yes,1
0365-TRTPY,Female,52,No,No,No,No,0
7349-ALMUX,Male,35,No,No,No,No,0
6502-KUGLL,Female,29,Yes,No,Yes,Yes,2
1841-YSJGV,Male,58,No,No,Yes,No,0
3511-BFTJW,Male,25,Yes,No,Yes,Yes,3
5018-HEKFO,Female,51,No,No,No,No,0
2923-ARZLG,Male,38,No,No,Yes,Yes,2
3976-NLDEZ,Male,55,No,No,No,No,0
2282-YGNOR,Female,42,No,No,No,No,0
6854-EXGSF,Female,37,No,No,No,No,0
1241-EZFMJ,Male,48,No,No,Yes,No,0
5376-PCKNB,Male,35,No,No,Yes,Yes,1
8044-BGWPI,Male,50,No,No,Yes,Yes,2
4060-LDNLU,Male,22,Yes,No,No,No,0
3589-PPVKW,Male,19,Yes,No,No,No,0
5887-IKKYO,Male,54,No,No,Yes,Yes,2
1755-RMCXH,Male,37,No,No,Yes,Yes,2
3858-XHYJO,Female,24,Yes,No,Yes,No,0
4299-SIMNS,Male,43,No,No,No,No,0
7025-IWFHT,Male,62,No,No,No,No,0
6261-LHRTG,Female,27,Yes,No,No,No,0
7841-FCRQD,Female,27,Yes,No,Yes,No,0
2056-EVGZL,Male,56,No,No,Yes,Yes,2
7753-USQYQ,Male,47,No,No,No,No,0
7661-CPURM,Male,49,No,No,No,No,0
6233-HXJMX,Female,42,No,No,No,No,0
5902-WBLSE,Female,32,No,No,Yes,Yes,1
3239-TPHPZ,Female,60,No,No,Yes,No,0
5115-GZDEL,Male,20,Yes,No,No,Yes,3
3338-CVVEH,Male,38,No,No,No,No,0
4393-GEADV,Male,54,No,No,Yes,Yes,3
8486-AYEQH,Female,30,No,No,No,No,0
2495-KZNFB,Female,26,Yes,No,No,No,0
4560-WQAQW,Female,62,No,No,No,No,0
4274-DRSQT,Female,33,No,No,No,No,0
2027-DNKIV,Male,28,Yes,No,Yes,Yes,3
2885-HIJDH,Male,47,No,No,Yes,Yes,3
5424-RLQLC,Male,36,No,No,No,No,0
6507-DTJZV,Male,50,No,No,No,Yes,1
7673-BQGKU,Female,64,No,No,Yes,Yes,3
2725-IWWBA,Male,52,No,No,Yes,Yes,2
1061-PNTHC,Female,36,No,No,Yes,Yes,2
0394-YONDK,Male,28,Yes,No,Yes,Yes,3
6574-MCOEH,Female,47,No,No,Yes,Yes,2
7399-QHBJS,Female,56,No,No,Yes,Yes,3
0997-YTLNY,Female,59,No,No,No,Yes,2
9479-HYNYL,Female,48,No,No,Yes,No,0
9708-KFDBY,Male,29,Yes,No,No,No,0
3642-GKTCT,Female,58,No,No,No,No,0
0774-RMNUW,Female,44,No,No,Yes,Yes,1
